category,quantity,storage,prep_hour,temp,humidity,safe_hours
Packaged,6,Room,21,24,86,23.9
Packaged,9,Fridge,23,7,90,35.18
Bakery,3,Fridge,18,12,30,39.97
Bakery,1,Fridge,22,34,71,17.15
Packaged,1,Fridge,9,20,53,53.45
Bakery,6,Room,1,19,75,13.38
Bakery,10,Fridge,16,20,43,18.13
Bakery,8,Freezer,21,18,31,54.87
Bakery,2,Freezer,17,13,41,48.79
Bakery,8,Fridge,18,22,79,15.47
Cooked,8,Freezer,16,37,57,7.2
Packaged,10,Fridge,1,29,60,42.1
Packaged,4,Fridge,9,15,74,48.94
Packaged,8,Freezer,12,6,77,89.19
Packaged,1,Fridge,21,24,66,37.91
Cooked,8,Freezer,1,21,71,11.5
Bakery,2,Freezer,17,30,73,23.65
Cooked,7,Fridge,6,16,83,4.26
Cooked,3,Fridge,18,5,60,7.37
Packaged,3,Freezer,16,10,73,86.84
Packaged,8,Room,3,40,39,26.82
Bakery,4,Room,14,10,59,21.51
Cooked,7,Freezer,9,21,40,11.07
Bakery,1,Room,6,39,73,11.93
Cooked,4,Room,10,24,73,5.98
Packaged,1,Freezer,3,23,52,90.2
Packaged,8,Fridge,0,29,68,34.53
Packaged,9,Fridge,14,17,30,63.6
Packaged,3,Freezer,8,19,65,84.44
Packaged,4,Fridge,1,14,80,45.4
Packaged,2,Freezer,14,39,37,64.92
Packaged,7,Room,20,29,71,24.39
Cooked,2,Freezer,10,38,67,8.91
Cooked,7,Room,20,21,86,4.12
Packaged,3,Freezer,20,37,35,61.64
Cooked,1,Fridge,3,35,33,9.62
Cooked,5,Fridge,1,33,86,2.65
Cooked,9,Freezer,1,38,70,8.09
Cooked,3,Fridge,12,14,63,6.14
Bakery,3,Freezer,20,23,83,22.39
Packaged,1,Fridge,21,6,59,64.25
Packaged,10,Freezer,10,16,71,68.3
Packaged,2,Fridge,2,31,64,24.47
Packaged,2,Freezer,23,29,84,43.91
Bakery,7,Fridge,4,5,65,20.68
Cooked,4,Room,19,12,59,4.57
Cooked,4,Fridge,21,21,47,7.16
Bakery,7,Freezer,20,16,71,29.03
Packaged,8,Freezer,0,10,41,67.16
Packaged,3,Fridge,9,15,72,56.87
Cooked,10,Fridge,0,10,90,7.34
Cooked,6,Fridge,7,5,41,11.43
Bakery,8,Freezer,12,8,45,49.35
Packaged,1,Fridge,4,23,45,52.65
Cooked,5,Freezer,1,27,52,9.95
Bakery,9,Fridge,2,39,82,10.34
Bakery,1,Fridge,7,30,82,13.19
Packaged,3,Freezer,3,27,85,55.65
Bakery,4,Fridge,16,28,47,30.33
Bakery,3,Fridge,6,13,44,28.7
Bakery,8,Fridge,19,38,56,15.03
Cooked,6,Room,18,24,66,5.29
Packaged,3,Room,23,8,90,28.37
Packaged,7,Freezer,5,15,56,87.08
Cooked,7,Room,13,30,34,5.91
Packaged,7,Freezer,5,17,87,51.77
Packaged,10,Freezer,21,14,67,75.22
Packaged,9,Freezer,7,18,50,90.32
Packaged,7,Fridge,17,37,59,38.2
Bakery,3,Freezer,11,32,30,28.96
Cooked,9,Fridge,5,8,63,10.92
Bakery,4,Freezer,3,25,42,38.93
Packaged,10,Room,2,14,38,42.27
Cooked,2,Room,9,24,33,7.69
Packaged,8,Freezer,12,14,83,56.81
Packaged,5,Room,23,19,84,21.09
Bakery,10,Freezer,2,18,49,32.14
Cooked,10,Freezer,15,25,39,17.06
Packaged,3,Fridge,1,39,57,39.78
Packaged,5,Fridge,5,13,48,69.62
Bakery,3,Freezer,1,38,41,23.34
Cooked,10,Room,15,32,57,3.83
Cooked,5,Freezer,17,30,38,13.1
Packaged,1,Freezer,20,28,55,82.37
Cooked,8,Room,21,28,45,5.73
Cooked,10,Fridge,13,31,36,8.3
Bakery,6,Freezer,15,14,78,37.05
Packaged,5,Freezer,0,24,45,85.33
Bakery,5,Fridge,3,15,50,25.22
Cooked,4,Freezer,15,25,84,7.55
Cooked,8,Room,15,36,42,4.05
Cooked,6,Fridge,1,19,56,6.82
Packaged,3,Freezer,1,14,74,67.66
Packaged,10,Freezer,19,9,67,66.59
Bakery,4,Room,14,7,42,20.79
Cooked,5,Fridge,8,33,48,6.02
Cooked,8,Fridge,13,6,58,12.47
Packaged,3,Fridge,7,25,34,75.37
Cooked,8,Freezer,13,25,34,16.52
Packaged,8,Room,20,7,88,31.14
Bakery,8,Room,22,20,72,10.79
Packaged,6,Freezer,2,22,52,71.58
Bakery,10,Room,2,40,80,6.51
Cooked,6,Fridge,17,10,76,8.72
Cooked,8,Fridge,8,22,75,7.61
Bakery,6,Freezer,7,12,88,25.72
Packaged,8,Fridge,0,8,48,53.76
Cooked,5,Room,10,24,37,6.84
Cooked,10,Room,22,39,39,3.36
Packaged,4,Room,18,29,55,39.04
Packaged,1,Freezer,7,37,53,66.33
Packaged,7,Freezer,21,22,70,70.22
Packaged,8,Room,17,39,30,23.86
Bakery,10,Room,22,26,35,22.2
Bakery,7,Fridge,22,18,85,15.68
Cooked,7,Fridge,4,17,33,14.32
Packaged,5,Fridge,8,6,62,65.36
Cooked,8,Fridge,1,37,76,5.81
Packaged,1,Fridge,19,15,32,91.11
Packaged,10,Room,22,10,64,33.3
Packaged,5,Freezer,7,10,35,92.66
Cooked,7,Fridge,3,11,51,9.49
Packaged,9,Fridge,1,26,40,54.5
Cooked,2,Room,3,30,32,4.22
Bakery,3,Freezer,4,6,50,44.83
Bakery,1,Freezer,15,35,90,15.95
Packaged,5,Fridge,15,8,85,46.24
Packaged,4,Room,2,33,78,16.29
Bakery,2,Freezer,19,26,76,27.23
Bakery,8,Fridge,12,31,38,23.27
Cooked,6,Room,22,29,89,2.37
Cooked,3,Room,23,29,34,7.98
Bakery,3,Room,11,36,82,8.01
Bakery,4,Room,12,38,55,9.47
Cooked,4,Fridge,1,30,55,4.89
Cooked,1,Fridge,4,38,86,4.41
Packaged,7,Freezer,8,5,69,81.18
Cooked,4,Room,18,7,67,4.54
Cooked,4,Room,20,6,39,8.31
Cooked,5,Freezer,10,15,74,8.99
Bakery,10,Fridge,14,28,44,26.6
Packaged,3,Freezer,12,7,33,133.93
Packaged,1,Fridge,4,34,52,45.26
Bakery,6,Fridge,8,22,70,20.45
Cooked,6,Room,9,40,68,2.61
Bakery,4,Fridge,16,10,37,35.92
Packaged,2,Freezer,22,40,68,42.83
Packaged,9,Fridge,6,23,86,35.91
Bakery,7,Fridge,12,15,85,15.4
Packaged,3,Fridge,3,36,69,30.02
Bakery,7,Freezer,12,5,45,57.83
Bakery,7,Room,4,24,64,12.45
Bakery,5,Room,14,14,78,14.78
Bakery,3,Room,6,27,81,13.63
Bakery,6,Freezer,0,9,53,58.48
Packaged,2,Room,14,19,73,36.49
Cooked,8,Fridge,3,25,57,5.56
Packaged,10,Fridge,1,28,38,50.01
Bakery,4,Room,7,25,49,16.49
Bakery,7,Room,8,28,43,13.23
Bakery,8,Freezer,18,8,50,51.7
Cooked,2,Freezer,20,38,70,7.53
Bakery,5,Fridge,22,30,67,12.21
Bakery,2,Fridge,17,20,42,30.63
Packaged,8,Freezer,8,40,59,48.71
Cooked,8,Fridge,1,16,45,12.11
Packaged,8,Fridge,23,10,64,41.27
Cooked,2,Freezer,18,16,40,10.07
Bakery,8,Fridge,7,18,42,31.58
Cooked,10,Freezer,22,35,43,9.35
Cooked,10,Room,12,23,46,3.54
Packaged,6,Room,7,15,82,24.43
Bakery,10,Fridge,18,16,46,22.47
Bakery,10,Room,22,15,44,19.32
Bakery,3,Freezer,1,13,45,47.09
Cooked,2,Freezer,8,5,34,19.68
Cooked,3,Room,16,22,48,4.35
Bakery,2,Fridge,19,38,39,25.81
Cooked,8,Freezer,10,25,85,5.46
Bakery,6,Freezer,4,29,33,51.22
Bakery,7,Fridge,18,9,42,33.36
Cooked,1,Room,0,30,80,2.3
Cooked,3,Room,5,32,70,3.69
Cooked,8,Room,14,34,59,3.0
Cooked,9,Fridge,22,7,55,9.82
Bakery,8,Freezer,0,33,30,25.46
Bakery,4,Room,12,7,51,24.0
Cooked,9,Freezer,9,13,70,9.02
Packaged,8,Room,22,24,76,21.69
Bakery,1,Fridge,21,32,60,16.76
Bakery,3,Freezer,13,34,56,22.21
Packaged,7,Room,5,5,83,24.03
Packaged,4,Fridge,16,27,70,48.17
Bakery,7,Fridge,23,9,48,33.69
Bakery,10,Fridge,15,18,36,31.99
Cooked,10,Freezer,21,36,77,6.59
Packaged,5,Freezer,19,9,46,107.09
Packaged,7,Freezer,1,25,82,44.42
Bakery,4,Freezer,4,31,79,24.3
Bakery,3,Room,4,19,67,14.11
Bakery,3,Room,3,15,75,16.15
Packaged,2,Freezer,21,11,51,96.3
Packaged,4,Fridge,8,6,30,92.5
Cooked,8,Freezer,13,15,38,20.41
Packaged,5,Freezer,15,24,41,86.29
Packaged,6,Room,12,34,77,19.14
Bakery,9,Room,16,38,39,15.46
Cooked,8,Room,16,39,71,2.92
Bakery,9,Freezer,9,9,54,46.7
Bakery,2,Freezer,23,17,74,38.85
Packaged,6,Freezer,12,24,59,82.51
Packaged,9,Freezer,8,30,31,66.01
Bakery,7,Freezer,21,33,69,17.81
Bakery,9,Room,7,5,84,14.4
Bakery,4,Room,12,12,33,26.87
Cooked,3,Freezer,13,10,54,13.54
Cooked,7,Room,10,27,87,3.07
Bakery,9,Freezer,13,22,51,34.24
Packaged,6,Fridge,10,27,86,33.19
Cooked,5,Room,15,32,47,2.6
Cooked,9,Fridge,14,26,63,7.42
Bakery,3,Freezer,9,8,52,41.33
Bakery,5,Fridge,10,11,39,29.49
Bakery,5,Fridge,2,37,67,14.68
Bakery,3,Room,6,17,63,15.16
Packaged,1,Fridge,16,19,83,38.41
Bakery,2,Room,14,6,45,22.61
Cooked,5,Freezer,8,14,88,7.38
Packaged,1,Fridge,5,7,81,52.39
Packaged,9,Room,19,39,44,18.44
Packaged,2,Fridge,6,22,72,45.02
Packaged,2,Fridge,19,35,68,30.37
Packaged,3,Fridge,8,26,39,65.89
Cooked,6,Room,12,22,63,2.95
Bakery,8,Room,6,27,78,14.19
Packaged,5,Fridge,16,5,66,52.19
Packaged,4,Freezer,18,21,73,50.1
Bakery,9,Freezer,1,13,72,38.27
Cooked,10,Room,8,22,39,6.73
Cooked,2,Room,11,38,68,4.29
Cooked,9,Fridge,8,6,59,8.35
Bakery,1,Room,7,11,66,18.08
Packaged,8,Fridge,9,39,57,34.1
Packaged,2,Fridge,21,24,34,65.83
Bakery,5,Freezer,21,38,76,17.4
Cooked,9,Freezer,23,13,83,9.14
Packaged,7,Freezer,22,37,81,39.48
Cooked,7,Freezer,5,20,71,11.13
Cooked,1,Fridge,23,28,76,7.32
Packaged,5,Freezer,5,34,56,60.65
Bakery,4,Freezer,3,33,42,28.37
Bakery,3,Fridge,18,18,72,28.64
Packaged,6,Room,2,38,89,17.97
Cooked,9,Fridge,16,14,48,10.62
Bakery,6,Fridge,18,24,56,25.91
Packaged,7,Room,4,20,38,39.63
Cooked,8,Room,3,33,69,2.96
Packaged,3,Room,5,19,60,35.31
Packaged,1,Room,22,32,50,29.21
Packaged,8,Freezer,1,40,47,57.12
Bakery,6,Freezer,22,21,34,45.69
Bakery,8,Fridge,10,25,42,24.75
Cooked,9,Freezer,19,7,83,9.7
Cooked,9,Fridge,2,27,67,4.42
Bakery,1,Freezer,17,24,53,39.18
Packaged,7,Freezer,5,30,82,34.27
Packaged,9,Fridge,16,33,56,30.05
Cooked,1,Room,21,35,55,2.98
Cooked,7,Freezer,21,11,41,10.09
Packaged,10,Freezer,0,26,77,46.86
Packaged,3,Room,18,39,63,21.21
Packaged,9,Room,4,6,71,39.62
Cooked,7,Fridge,22,7,85,5.27
Bakery,3,Freezer,7,35,79,17.85
Packaged,7,Room,17,19,44,35.12
Packaged,7,Freezer,21,24,68,68.57
Cooked,6,Room,1,31,61,2.71
Packaged,7,Freezer,16,19,42,79.42
Packaged,1,Fridge,15,33,45,42.5
Cooked,4,Freezer,3,25,51,11.09
Cooked,6,Freezer,14,7,52,12.18
Cooked,8,Freezer,19,19,63,9.08
Bakery,1,Fridge,9,28,62,21.63
Cooked,5,Room,2,24,86,3.57
Cooked,2,Freezer,4,19,71,14.08
Cooked,7,Room,17,33,37,3.98
Bakery,10,Freezer,2,7,67,38.6
Bakery,8,Freezer,17,8,85,35.78
Cooked,5,Freezer,20,22,52,11.61
Bakery,7,Fridge,15,23,31,34.35
Cooked,7,Fridge,9,6,34,12.46
Cooked,6,Freezer,15,18,78,11.04
Packaged,2,Room,11,36,53,24.98
Cooked,3,Freezer,21,33,44,6.5
Bakery,4,Freezer,22,7,38,62.04
Cooked,9,Fridge,11,24,71,4.83
Cooked,3,Room,9,10,54,8.15
Packaged,2,Fridge,17,27,70,47.82
Packaged,10,Room,13,29,31,45.09
Cooked,5,Fridge,12,35,75,3.9
Cooked,2,Freezer,11,27,64,8.76
Cooked,8,Freezer,8,12,57,9.47
Cooked,1,Fridge,5,15,34,12.34
Cooked,10,Fridge,17,9,71,10.1
Bakery,4,Room,9,22,72,13.41
Packaged,10,Room,8,40,43,24.04
Bakery,1,Fridge,23,13,67,27.84
Cooked,7,Freezer,9,20,42,13.95
Cooked,7,Room,20,27,89,4.07
Packaged,10,Freezer,12,16,37,99.01
Cooked,7,Fridge,14,34,37,7.22
Bakery,7,Fridge,13,9,30,32.88
Bakery,7,Freezer,7,22,41,40.35
Cooked,3,Room,4,19,47,7.09
Packaged,2,Room,6,33,57,26.01
Bakery,6,Fridge,19,6,36,39.35
Bakery,2,Freezer,10,14,70,32.27
Bakery,5,Room,9,6,69,15.3
Cooked,2,Fridge,14,24,84,5.28
Bakery,5,Fridge,4,29,82,13.01
Packaged,4,Fridge,15,13,54,53.95
Packaged,6,Freezer,23,29,87,50.99
Bakery,10,Fridge,5,16,61,22.85
Bakery,2,Fridge,9,7,31,37.08
Packaged,1,Fridge,5,26,51,45.73
Packaged,5,Room,9,21,86,22.99
Bakery,3,Room,17,39,44,12.42
Bakery,4,Fridge,7,9,46,40.74
Bakery,2,Fridge,11,35,48,18.99
Cooked,6,Room,2,12,46,7.1
Packaged,9,Fridge,16,34,67,30.78
Cooked,3,Room,22,5,48,5.23
Bakery,4,Fridge,14,36,71,13.81
Cooked,4,Freezer,1,38,81,5.17
Cooked,2,Room,23,39,60,4.27
Cooked,4,Fridge,18,10,50,7.08
Cooked,4,Fridge,13,35,64,4.46
Packaged,1,Room,15,40,34,31.63
Cooked,10,Room,21,30,70,2.9
Bakery,3,Fridge,10,34,83,9.4
Packaged,1,Freezer,4,32,82,38.13
Cooked,2,Room,11,21,41,6.62
Cooked,7,Room,1,8,41,5.78
Cooked,7,Freezer,10,26,88,8.68
Packaged,3,Fridge,5,23,77,36.02
Bakery,1,Room,12,31,60,7.88
Bakery,5,Room,10,14,31,18.85
Bakery,4,Fridge,6,38,39,17.8
Cooked,1,Fridge,1,25,44,11.05
Packaged,3,Room,21,16,33,46.9
Cooked,1,Freezer,3,7,84,8.18
Cooked,9,Fridge,9,18,44,9.41
Cooked,3,Room,11,16,63,4.85
Cooked,3,Room,7,21,51,7.0
Bakery,5,Freezer,10,13,43,38.46
Packaged,5,Fridge,9,33,57,40.69
Cooked,10,Fridge,16,32,57,4.26
Cooked,1,Freezer,23,27,45,12.46
Bakery,8,Freezer,20,20,47,37.36
Packaged,6,Freezer,5,35,83,30.5
Bakery,6,Room,22,16,54,22.87
Bakery,6,Fridge,18,9,47,32.99
Bakery,6,Room,7,37,33,14.49
Bakery,5,Fridge,3,22,60,22.49
Bakery,4,Room,12,28,40,15.33
Bakery,7,Fridge,13,25,72,17.04
Cooked,10,Freezer,22,31,38,11.07
Packaged,6,Freezer,23,20,39,82.51
Packaged,8,Fridge,18,14,49,47.89
Bakery,3,Room,20,34,85,8.33
Bakery,9,Room,7,25,47,13.58
Packaged,7,Fridge,17,26,62,44.29
Cooked,10,Freezer,0,31,80,3.75
Packaged,3,Freezer,9,35,67,46.57
Packaged,9,Freezer,21,9,56,80.78
Cooked,9,Freezer,2,11,55,16.61
Packaged,4,Freezer,22,34,35,52.88
Cooked,4,Fridge,15,13,54,6.87
Packaged,1,Room,3,22,64,30.89
Bakery,1,Freezer,17,13,54,49.48
Packaged,2,Room,4,12,48,40.13
Cooked,5,Freezer,14,30,41,7.54
Bakery,10,Room,20,15,54,20.27
Bakery,7,Fridge,6,17,68,18.37
Cooked,10,Freezer,18,24,30,10.91
Packaged,9,Fridge,21,10,72,37.78
Packaged,7,Fridge,22,23,66,39.63
Packaged,8,Fridge,21,6,56,71.69
Packaged,4,Room,10,19,68,27.38
Cooked,2,Fridge,5,27,80,6.71
Cooked,7,Room,22,20,66,4.59
Packaged,1,Freezer,2,17,44,83.42
Bakery,8,Room,21,31,83,7.15
Cooked,5,Freezer,17,11,48,9.79
Packaged,5,Freezer,2,8,34,141.67
Bakery,4,Freezer,1,9,46,59.38
Cooked,7,Room,0,23,67,4.74
Packaged,2,Freezer,0,8,84,64.93
Cooked,3,Room,16,40,83,3.27
Bakery,7,Room,17,7,77,20.99
Packaged,1,Freezer,7,23,39,82.77
Cooked,9,Fridge,23,26,49,8.06
Cooked,4,Room,10,17,34,7.4
Packaged,10,Fridge,21,11,61,49.92
Packaged,4,Room,17,29,33,35.19
Bakery,2,Room,15,12,43,23.44
Packaged,10,Room,21,24,89,23.6
Cooked,5,Room,14,5,40,9.84
Packaged,2,Freezer,9,10,37,94.2
Packaged,5,Fridge,10,13,88,38.65
Packaged,10,Room,6,32,60,20.34
Bakery,7,Fridge,9,32,42,17.71
Cooked,2,Freezer,1,36,49,9.65
Cooked,7,Freezer,3,23,40,9.84
Cooked,6,Room,9,8,34,10.08
Cooked,4,Fridge,10,8,56,12.16
Bakery,3,Freezer,12,9,56,52.14
Bakery,3,Fridge,10,16,78,25.37
Packaged,2,Fridge,0,13,70,47.45
Bakery,2,Freezer,22,34,67,21.92
Packaged,5,Freezer,16,38,88,40.41
Bakery,10,Fridge,9,37,66,15.61
Packaged,1,Room,0,28,36,45.94
Packaged,6,Freezer,13,33,52,61.78
Bakery,6,Room,11,37,48,13.44
Cooked,2,Fridge,14,14,54,9.4
Packaged,7,Fridge,11,6,46,64.78
Cooked,1,Fridge,21,7,35,12.39
Packaged,2,Fridge,7,5,82,45.54
Packaged,3,Fridge,8,7,80,50.92
Bakery,1,Room,0,31,56,12.64
Cooked,5,Freezer,3,36,38,10.5
Cooked,7,Fridge,5,17,62,8.5
Cooked,3,Fridge,4,19,39,12.27
Cooked,9,Room,4,23,30,6.38
Bakery,3,Fridge,16,17,52,36.24
Packaged,5,Freezer,1,5,47,86.22
Packaged,5,Freezer,14,12,44,83.3
Cooked,2,Freezer,7,27,72,7.03
Bakery,6,Room,14,14,40,21.07
Packaged,3,Freezer,0,32,48,46.72
Packaged,6,Freezer,15,40,32,65.56
Bakery,4,Freezer,0,13,89,28.33
Cooked,5,Room,3,23,88,4.49
Bakery,5,Room,2,26,85,12.07
Packaged,5,Room,9,35,65,18.73
Bakery,3,Fridge,17,7,41,28.39
Packaged,9,Freezer,19,19,31,93.97
Bakery,9,Fridge,20,6,73,30.78
Bakery,10,Freezer,3,14,36,40.71
Packaged,8,Freezer,8,20,82,51.35
Packaged,1,Freezer,10,26,65,60.41
Bakery,6,Fridge,18,24,74,22.0
Packaged,3,Fridge,18,5,83,45.61
Bakery,1,Freezer,22,24,52,45.83
Packaged,9,Freezer,13,5,54,79.64
Cooked,6,Fridge,13,34,45,4.71
Bakery,8,Fridge,1,10,55,25.12
Bakery,2,Fridge,7,31,72,15.06
Bakery,9,Freezer,1,13,52,34.49
Cooked,5,Freezer,6,35,76,6.37
Packaged,10,Room,12,23,47,29.34
Bakery,6,Room,0,39,48,12.36
Cooked,3,Freezer,8,16,43,12.58
Cooked,5,Room,2,34,75,2.33
Cooked,6,Freezer,10,20,90,9.75
Packaged,6,Room,17,26,50,33.56
Packaged,7,Room,5,36,66,21.12
Cooked,5,Room,5,28,58,3.93
Cooked,3,Room,19,26,73,4.89
Bakery,4,Room,2,25,70,13.76
Cooked,7,Freezer,7,7,47,10.85
Cooked,7,Freezer,12,16,87,11.08
Packaged,2,Freezer,14,15,36,109.79
Cooked,3,Freezer,4,6,49,12.33
Bakery,3,Freezer,3,27,73,26.77
Cooked,7,Fridge,19,18,60,9.18
Cooked,4,Fridge,4,27,78,4.66
Cooked,4,Room,18,15,62,3.62
Packaged,1,Fridge,5,14,32,73.95
Packaged,1,Freezer,3,20,71,58.34
Bakery,4,Freezer,15,36,35,32.71
Cooked,1,Room,5,26,57,4.33
Cooked,6,Room,12,22,74,4.35
Packaged,6,Freezer,11,24,30,98.27
Packaged,3,Freezer,7,5,48,118.87
Bakery,4,Freezer,4,19,35,61.93
Packaged,8,Freezer,14,39,79,33.75
Bakery,5,Fridge,14,23,83,14.39
Cooked,2,Freezer,19,23,90,9.75
Cooked,10,Freezer,22,11,88,6.04
Bakery,7,Fridge,13,32,51,13.6
Cooked,8,Freezer,20,31,34,7.32
Packaged,9,Room,2,25,60,26.44
Bakery,2,Freezer,23,8,39,52.05
Cooked,2,Freezer,12,35,70,7.4
Bakery,7,Room,20,35,70,8.73
Bakery,3,Room,4,17,73,15.72
Packaged,10,Fridge,4,9,85,35.88
Packaged,5,Freezer,20,37,53,51.58
Bakery,2,Room,9,14,68,14.72
Cooked,1,Room,23,20,59,7.21
Cooked,9,Freezer,18,14,85,7.07
Packaged,4,Room,4,21,57,33.06
Packaged,9,Freezer,12,29,69,50.44
Bakery,5,Freezer,3,36,72,21.0
Packaged,7,Fridge,10,9,86,52.75
Cooked,3,Freezer,1,11,36,20.63
Packaged,7,Room,11,15,74,29.99
Bakery,7,Room,14,19,85,14.12
Cooked,8,Room,5,22,50,6.84
Cooked,8,Room,11,30,50,4.76
Bakery,8,Freezer,13,21,63,27.15
Bakery,7,Freezer,5,15,47,46.45
Packaged,6,Fridge,3,6,49,66.53
Cooked,1,Fridge,13,13,66,7.71
Bakery,6,Freezer,3,14,82,29.0
Bakery,8,Room,13,36,41,11.57
Cooked,6,Freezer,22,6,69,12.46
Cooked,5,Fridge,4,9,38,14.17
Bakery,6,Fridge,0,16,39,38.24
Bakery,8,Fridge,17,5,48,37.93
Bakery,10,Freezer,14,13,53,32.11
Packaged,1,Fridge,14,6,43,66.73
Packaged,3,Freezer,2,23,58,80.54
Cooked,4,Room,14,14,74,3.65
Packaged,5,Freezer,10,9,75,96.35
Bakery,8,Fridge,0,30,42,15.94
Cooked,3,Freezer,16,32,42,5.91
Cooked,3,Room,0,8,87,6.33
Packaged,5,Freezer,16,22,38,87.46
Bakery,4,Freezer,6,18,57,49.45
Packaged,7,Freezer,0,37,40,60.75
Packaged,10,Freezer,12,36,76,43.04
Cooked,4,Freezer,12,5,84,9.69
Packaged,10,Fridge,9,32,86,25.37
Cooked,9,Room,11,31,47,3.8
Cooked,4,Room,4,21,69,4.12
Cooked,4,Freezer,11,8,82,12.0
Cooked,2,Room,10,23,55,4.31
Bakery,1,Freezer,17,8,43,63.23
Packaged,10,Freezer,20,7,48,85.4
Cooked,5,Room,1,22,45,3.94
Bakery,9,Fridge,10,9,73,22.01
Bakery,9,Room,20,11,47,18.03
Cooked,5,Fridge,14,25,52,8.36
Cooked,10,Room,20,5,36,10.59
Packaged,7,Fridge,9,33,37,42.07
Bakery,5,Freezer,1,10,89,28.7
Cooked,2,Fridge,12,38,74,5.08
Packaged,8,Room,22,11,57,31.78
Bakery,7,Freezer,13,38,57,20.54
Packaged,8,Freezer,12,33,52,52.43
Packaged,4,Freezer,21,17,40,86.11
Bakery,6,Room,0,26,64,11.4
Cooked,6,Fridge,20,39,34,7.28
Bakery,8,Fridge,22,14,64,20.59
Bakery,4,Room,18,37,40,10.7
Bakery,3,Fridge,3,34,87,13.18
Bakery,9,Fridge,1,9,73,23.32
Bakery,7,Fridge,17,36,68,15.75
Cooked,1,Room,4,37,51,3.32
Bakery,8,Room,12,32,67,9.11
Packaged,5,Room,10,9,70,35.53
Packaged,1,Freezer,5,25,38,112.13
Bakery,7,Fridge,3,20,30,32.91
Bakery,1,Room,17,35,38,17.45
Cooked,8,Freezer,7,40,85,6.04
Cooked,8,Fridge,15,34,88,4.2
Cooked,9,Room,9,13,50,4.49
Packaged,9,Fridge,12,17,30,74.67
Cooked,8,Room,2,14,34,5.09
Cooked,5,Freezer,4,17,48,15.68
Bakery,1,Room,11,35,84,9.22
Packaged,8,Fridge,3,32,89,19.1
Packaged,8,Freezer,3,29,53,78.69
Bakery,7,Fridge,12,34,56,15.38
Packaged,7,Freezer,16,20,42,67.56
Bakery,1,Room,19,28,39,18.07
Bakery,7,Room,21,28,42,18.12
Packaged,3,Room,4,10,67,27.36
Bakery,10,Room,22,5,59,16.26
Packaged,8,Fridge,21,20,56,40.59
Cooked,8,Fridge,20,12,35,13.9
Bakery,2,Room,1,9,55,25.76
Cooked,1,Fridge,0,37,32,5.63
Bakery,10,Freezer,22,18,72,27.69
Bakery,10,Fridge,14,40,88,12.08
Cooked,5,Fridge,16,37,75,3.75
Bakery,10,Room,5,11,48,18.15
Bakery,2,Freezer,8,29,45,46.44
Packaged,7,Freezer,20,29,84,43.84
Cooked,1,Room,6,10,90,5.88
Bakery,3,Freezer,21,31,57,24.88
Packaged,5,Room,12,39,51,21.99
Packaged,8,Room,21,13,48,30.4
Cooked,3,Freezer,0,39,55,9.79
Cooked,7,Fridge,0,25,35,10.24
Packaged,5,Fridge,6,14,61,55.1
Bakery,4,Freezer,23,8,86,34.77
Packaged,4,Room,10,31,84,17.04
Cooked,10,Fridge,22,17,81,3.86
Cooked,1,Room,18,8,63,7.75
Packaged,2,Room,17,33,63,17.22
Cooked,9,Fridge,1,16,63,7.85
Cooked,5,Fridge,2,26,64,8.35
Packaged,10,Room,21,8,69,37.72
Cooked,4,Fridge,20,33,56,5.62
Cooked,7,Fridge,5,39,88,4.01
Packaged,3,Room,4,32,63,16.58
Packaged,8,Fridge,22,21,79,38.93
Cooked,4,Fridge,2,10,32,15.41
Packaged,4,Freezer,21,20,30,106.54
Bakery,4,Fridge,19,33,69,14.24
Cooked,9,Room,18,12,77,4.16
Packaged,10,Fridge,7,35,56,36.59
Bakery,1,Freezer,23,11,55,51.08
Bakery,2,Fridge,16,36,60,14.0
Cooked,9,Freezer,17,18,56,16.87
Bakery,9,Freezer,21,27,31,33.57
Packaged,3,Fridge,14,30,41,38.99
Cooked,7,Fridge,13,33,62,5.51
Packaged,10,Room,22,17,58,38.76
Cooked,6,Fridge,5,16,65,9.63
Packaged,9,Freezer,19,5,59,88.3
Packaged,6,Room,18,39,36,24.49
Bakery,8,Freezer,15,34,39,28.41
Packaged,7,Fridge,9,6,65,61.74
Packaged,9,Fridge,0,25,31,68.3
Packaged,2,Fridge,14,11,87,48.08
Bakery,8,Fridge,17,17,66,17.68
Cooked,6,Freezer,12,27,81,5.69
Packaged,2,Fridge,20,12,83,48.57
Packaged,1,Fridge,1,28,79,36.23
Packaged,3,Freezer,8,22,68,68.17
Cooked,8,Freezer,17,36,52,8.89
Cooked,4,Freezer,20,6,79,10.2
Cooked,2,Room,3,14,51,7.29
Cooked,9,Freezer,12,7,61,10.48
Packaged,7,Room,21,27,39,48.26
Cooked,4,Room,13,18,82,3.15
Packaged,7,Room,5,7,30,60.51
Bakery,4,Freezer,0,13,81,24.88
Cooked,7,Fridge,4,21,74,7.75
Bakery,4,Fridge,15,23,31,33.13
Bakery,2,Fridge,20,22,49,24.92
Packaged,6,Freezer,13,36,46,43.09
Bakery,8,Freezer,6,28,71,25.45
Bakery,5,Room,10,9,47,21.29
Bakery,9,Freezer,21,31,52,28.53
Packaged,5,Room,16,17,80,23.82
Packaged,6,Room,20,40,90,15.09
Cooked,8,Fridge,6,32,55,6.76
